Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description,Condition
Nissan,Patrol,2006,102989,221122,SUV,6,Automatic Transmission,Gasoline,White, Sharjah,"2006 Nissan Patrol With Bluetooth, Rear Camera", Accident History
Volkswagen,Id4,2010,115545,80690,Crossover,,Automatic Transmission,Electric,Grey, Dubai,"2010 Volkswagen Id4 With Rear Camera, Bluetooth, Adaptive Cruise Control, Sunroof", Engine Repaired
Nissan,Patrol,2024,195987,255939,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2024 Nissan Patrol With Rear Camera, Navigation System", Minor Scratches
Dodge,Charger,2021,29761,183491,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2021 Dodge Charger With Sunroof, Bluetooth", Engine Repaired
Porsche,Cayenne,2011,400630,265800,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2011 Porsche Cayenne With Adaptive Cruise Control, Rear Camera", Dented Door
Lincoln,Continental,2019,137345,37621,Sedan,6,Automatic Transmission,Gasoline,Brown, Abu Dhabi,"2019 Lincoln Continental With Adaptive Cruise Control, Bluetooth, Navigation System", Accident History
Porsche,Panamera,2023,172343,158792,Sedan,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2023 Porsche Panamera With Adaptive Cruise Control, Sunroof", Minor Scratches
Mercedes-Benz,S-Class,2023,50962,268466,Sedan,6,Automatic Transmission,Gasoline,White, Abu Dhabi,"2023 Mercedes-Benz S-Class With Leather Seats, Rear Camera, Sunroof", Engine Repaired
Toyota,Prado,2016,152122,100112,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2016 Toyota Prado With Sunroof, Adaptive Cruise Control", Repainted Bumper
Porsche,Carrera,2015,816451,25103,Coupe,6,Automatic Transmission,Gasoline,White, Dubai,"2015 Porsche Carrera With Leather Seats, Adaptive Cruise Control", Accident History
Mercedes-Benz,S-Class,2015,1364264,109179,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2015 Mercedes-Benz S-Class With Bluetooth, Adaptive Cruise Control", No Damage
Hyundai,Other,2005,33117,35098,Pick Up Truck,Unknown,Manual Transmission,Diesel,White, Sharjah,"2005 Hyundai Other With Bluetooth, Adaptive Cruise Control", Minor Scratches
Ferrari,F12,2013,696220,234085,Coupe,12,Automatic Transmission,Gasoline,Red, Dubai,"2013 Ferrari F12 With Bluetooth, Sunroof, Adaptive Cruise Control, Leather Seats", Engine Repaired
Ford,F-Series-Pickup,2010,281573,22796,SUV,6,Automatic Transmission,Gasoline,Grey, Sharjah,"2010 Ford F-Series-Pickup With Adaptive Cruise Control, Bluetooth, Rear Camera", Repainted Bumper
Nissan,Patrol,2015,140980,92285,SUV,6,Automatic Transmission,Gasoline,Gold, Sharjah,"2015 Nissan Patrol With Leather Seats, Adaptive Cruise Control", Accident History
Nissan,Patrol,2022,342209,238303,SUV,8,Automatic Transmission,Gasoline,Beige, Dubai,"2022 Nissan Patrol With Adaptive Cruise Control, Leather Seats, Sunroof", Engine Repaired
Toyota,Prado,2010,181742,286251,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2010 Toyota Prado With Bluetooth, Adaptive Cruise Control, Navigation System", Dented Door
Bmw,6-Series,2015,117020,109541,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai,"2015 Bmw 6-Series With Adaptive Cruise Control, Sunroof", Dented Door
Chevrolet,Tahoe,2015,24811,232231,SUV,8,Automatic Transmission,Gasoline,White,Sharjah,"2015 Chevrolet Tahoe With Bluetooth, Rear Camera", No Damage
Kia,Sedona,2016,44572,188918,Van,6,Automatic Transmission,Gasoline,Blue, Dubai,"2016 Kia Sedona With Leather Seats, Navigation System, Sunroof, Bluetooth", Engine Repaired
Toyota,Tundra,2009,30703,294069,SUV,8,Automatic Transmission,Gasoline,Grey, Al Ain,"2009 Toyota Tundra With Leather Seats, Adaptive Cruise Control, Rear Camera, Bluetooth", Dented Door
Jeep,Grand-Cherokee,2012,36837,230282,SUV,8,Automatic Transmission,Gasoline,Red, Dubai,"2012 Jeep Grand-Cherokee With Navigation System, Bluetooth", No Damage
Nissan,Patrol,2019,270407,190502,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2019 Nissan Patrol With Adaptive Cruise Control, Leather Seats", Dented Door
Jeep,Grand-Cherokee,2020,29279,226250,SUV,8,Automatic Transmission,Gasoline,Green, Dubai,"2020 Jeep Grand-Cherokee With Adaptive Cruise Control, Navigation System, Bluetooth", No Damage
Land-Rover,Range-Rover-Velar,2022,263976,129824,SUV,6,Automatic Transmission,Diesel,Black, Dubai,"2022 Land-Rover Range-Rover-Velar With Bluetooth, Sunroof, Leather Seats", Minor Scratches
Nissan,Maxima,2009,56326,198039,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2009 Nissan Maxima With Rear Camera, Navigation System, Adaptive Cruise Control, Bluetooth", No Damage
Lexus,Rx-Series,2013,123516,219053,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2013 Lexus Rx-Series With Navigation System, Rear Camera", Dented Door
Bmw,X5,2012,42954,69793,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2012 Bmw X5 With Adaptive Cruise Control, Navigation System", Minor Scratches
Jeep,Grand-Cherokee,2014,66051,234261,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2014 Jeep Grand-Cherokee With Sunroof, Navigation System, Leather Seats", Accident History
Mercedes-Benz,S-Class,2009,35910,183880,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2009 Mercedes-Benz S-Class With Rear Camera, Navigation System, Sunroof, Adaptive Cruise Control", Repainted Bumper
Nissan,Gt-R,2007,226030,33290,Sedan,6,Automatic Transmission,Gasoline,Grey, Sharjah,"2007 Nissan Gt-R With Leather Seats, Sunroof, Navigation System, Rear Camera", Minor Scratches
Bmw,7-Series,2017,294016,217700,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2017 Bmw 7-Series With Sunroof, Adaptive Cruise Control, Bluetooth, Rear Camera", Dented Door
Audi,Q7,2024,147267,214414,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2024 Audi Q7 With Navigation System, Sunroof, Bluetooth, Rear Camera", Repainted Bumper
Volkswagen,Touareg,2017,115199,102458,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2017 Volkswagen Touareg With Bluetooth, Navigation System, Adaptive Cruise Control", Dented Door
Nissan,Kicks,2024,57095,37838,SUV,4,Automatic Transmission,Gasoline,Red, Dubai,"2024 Nissan Kicks With Sunroof, Navigation System, Leather Seats", Minor Scratches
Toyota,Fj-Cruiser,2010,61768,99977,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2010 Toyota Fj-Cruiser With Bluetooth, Sunroof", No Damage
Bmw,5-Series,2018,61947,268102,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2018 Bmw 5-Series With Leather Seats, Rear Camera, Navigation System", Minor Scratches
Chevrolet,Caprice,2007,44017,23239,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2007 Chevrolet Caprice With Navigation System, Rear Camera, Bluetooth", Engine Repaired
Audi,Q7,2005,72040,265811,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2005 Audi Q7 With Adaptive Cruise Control, Bluetooth, Sunroof", Repainted Bumper
Jeep,Grand-Cherokee,2009,202871,74134,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2009 Jeep Grand-Cherokee With Sunroof, Leather Seats, Adaptive Cruise Control", No Damage
Chevrolet,Blazer,2017,53586,214413,SUV,6,Automatic Transmission,Gasoline,Brown, Sharjah,"2017 Chevrolet Blazer With Navigation System, Adaptive Cruise Control", No Damage
Porsche,Panamera,2019,414210,227297,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2019 Porsche Panamera With Navigation System, Bluetooth", Dented Door
Toyota,Prado,2021,81341,99762,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 Toyota Prado With Bluetooth, Leather Seats, Rear Camera", Dented Door
Toyota,Tundra,2008,97257,48584,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Sharjah,"2008 Toyota Tundra With Rear Camera, Leather Seats, Navigation System, Adaptive Cruise Control", Minor Scratches
Bmw,X5,2017,195084,86164,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2017 Bmw X5 With Rear Camera, Navigation System", Engine Repaired
Lexus,Rx-Series,2010,178290,84089,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2010 Lexus Rx-Series With Leather Seats, Bluetooth, Navigation System, Sunroof", Engine Repaired
Gmc,Yukon,2019,300886,146464,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2019 Gmc Yukon With Leather Seats, Sunroof, Rear Camera", Engine Repaired
Lexus,Ls-Series,2008,64326,32329,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2008 Lexus Ls-Series With Rear Camera, Bluetooth, Navigation System, Leather Seats", Minor Scratches
Gmc,Yukon,2008,125335,262777,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2008 Gmc Yukon With Leather Seats, Bluetooth", No Damage
Mitsubishi,Pajero,2020,85311,299243,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2020 Mitsubishi Pajero With Sunroof, Leather Seats, Navigation System, Adaptive Cruise Control", Accident History
Jeep,Wrangler-Unlimited,2022,64117,251272,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2022 Jeep Wrangler-Unlimited With Adaptive Cruise Control, Sunroof, Navigation System", No Damage
Nissan,Patrol,2020,72045,270297,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2020 Nissan Patrol With Bluetooth, Sunroof, Navigation System", Accident History
Lamborghini,Urus,2018,2306721,122898,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2018 Lamborghini Urus With Rear Camera, Adaptive Cruise Control, Navigation System, Bluetooth", Dented Door
Honda,City,2015,10979,223034,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2015 Honda City With Rear Camera, Bluetooth, Navigation System, Adaptive Cruise Control", Accident History
Audi,Tt,2022,52565,190721,Soft Top Convertible,4,Automatic Transmission,Gasoline,Black, Dubai,"2022 Audi Tt With Bluetooth, Leather Seats, Navigation System, Sunroof", No Damage
Lincoln,Navigator,2021,254739,283320,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 Lincoln Navigator With Rear Camera, Bluetooth, Leather Seats, Navigation System", Repainted Bumper
Mercedes-Benz,G-Class,2018,766280,40346,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2018 Mercedes-Benz G-Class With Bluetooth, Rear Camera", Engine Repaired
Hyundai,Tucson,2005,49826,168210,Other,4,Automatic Transmission,Gasoline,White, Dubai,"2005 Hyundai Tucson With Bluetooth, Rear Camera", No Damage
Nissan,Armada,2007,20950,23099,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2007 Nissan Armada With Adaptive Cruise Control, Navigation System, Bluetooth, Rear Camera", Accident History
Jeep,Grand-Cherokee,2022,276632,188782,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 Jeep Grand-Cherokee With Adaptive Cruise Control, Bluetooth, Sunroof", No Damage
Hyundai,Palisade,2023,180372,158714,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2023 Hyundai Palisade With Rear Camera, Bluetooth, Navigation System", Engine Repaired
Ford,F-Series-Pickup,2013,184095,251629,Pick Up Truck,6,Automatic Transmission,Gasoline,Blue, Dubai,"2013 Ford F-Series-Pickup With Sunroof, Navigation System, Leather Seats, Rear Camera", Dented Door
Land-Rover,Lr2,2017,44200,150688,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2017 Land-Rover Lr2 With Rear Camera, Adaptive Cruise Control, Navigation System, Bluetooth", Engine Repaired
Porsche,Cayenne,2017,199949,57363,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2017 Porsche Cayenne With Navigation System, Bluetooth, Sunroof, Rear Camera", Accident History
Toyota,Tundra,2010,55457,271419,SUV,8,Automatic Transmission,Gasoline,Brown, Sharjah,"2010 Toyota Tundra With Navigation System, Sunroof", Repainted Bumper
Porsche,Cayman,2018,329997,186968,Sports Car,4,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2018 Porsche Cayman With Rear Camera, Bluetooth, Adaptive Cruise Control", Engine Repaired
Mercedes-Benz,C-Class,2005,226901,200472,Coupe,4,Automatic Transmission,Gasoline,White, Dubai,"2005 Mercedes-Benz C-Class With Leather Seats, Rear Camera, Adaptive Cruise Control", Dented Door
Toyota,Land-Cruiser,2021,72825,145819,SUV,6,Automatic Transmission,Gasoline,Gold, Sharjah,"2021 Toyota Land-Cruiser With Bluetooth, Rear Camera, Adaptive Cruise Control", No Damage
Dodge,Charger,2013,64651,263344,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2013 Dodge Charger With Sunroof, Adaptive Cruise Control, Leather Seats, Navigation System", Repainted Bumper
Land-Rover,Range-Rover-Sport,2014,74779,63089,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2014 Land-Rover Range-Rover-Sport With Navigation System, Bluetooth, Leather Seats, Sunroof", Dented Door
Mercedes-Benz,G-Class,2012,305825,240781,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2012 Mercedes-Benz G-Class With Sunroof, Rear Camera", Engine Repaired
Hyundai,Sonata,2016,41214,283901,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2016 Hyundai Sonata With Leather Seats, Sunroof, Rear Camera, Adaptive Cruise Control", Accident History
Bmw,6-Series,2010,27332,191388,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai,"2010 Bmw 6-Series With Adaptive Cruise Control, Rear Camera, Sunroof, Leather Seats", Repainted Bumper
Mercedes-Benz,E-Class,2007,150579,181755,Sedan,4,Automatic Transmission,Gasoline,Black, Sharjah,"2007 Mercedes-Benz E-Class With Rear Camera, Bluetooth", Dented Door
Bmw,4-Series,2013,106460,218517,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2013 Bmw 4-Series With Navigation System, Bluetooth, Adaptive Cruise Control, Rear Camera", Dented Door
Audi,Q8,2020,703502,264917,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2020 Audi Q8 With Rear Camera, Leather Seats, Adaptive Cruise Control", Dented Door
Bentley,Continental-Flying-Spur,2019,441371,279456,Sedan,12,Automatic Transmission,Gasoline,Black, Dubai,"2019 Bentley Continental-Flying-Spur With Sunroof, Rear Camera, Adaptive Cruise Control, Leather Seats", Dented Door
Chevrolet,Silverado,2006,111792,104805,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2006 Chevrolet Silverado With Adaptive Cruise Control, Sunroof, Navigation System", Accident History
Ford,Bronco,2015,317085,21643,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2015 Ford Bronco With Sunroof, Adaptive Cruise Control", Accident History
Land-Rover,Range-Rover,2005,164480,286125,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2005 Land-Rover Range-Rover With Navigation System, Adaptive Cruise Control, Sunroof", Dented Door
Ford,Edge,2015,16452,36404,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2015 Ford Edge With Leather Seats, Sunroof", Accident History
Renault,Koleos,2021,12486,193586,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2021 Renault Koleos With Bluetooth, Adaptive Cruise Control, Navigation System, Sunroof", Accident History
Mercedes-Benz,Gle-Coupe,2005,506384,51007,Coupe,6,Automatic Transmission,Gasoline,White, Dubai,"2005 Mercedes-Benz Gle-Coupe With Navigation System, Bluetooth, Leather Seats", Repainted Bumper
Mercedes-Benz,G-Class,2021,961529,137906,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 Mercedes-Benz G-Class With Bluetooth, Navigation System, Adaptive Cruise Control", Accident History
Nissan,Patrol,2005,143269,292896,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2005 Nissan Patrol With Bluetooth, Rear Camera, Sunroof", No Damage
Volkswagen,Touareg,2019,39364,261057,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2019 Volkswagen Touareg With Bluetooth, Adaptive Cruise Control", Repainted Bumper
Toyota,Rav-4,2010,78393,86468,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2010 Toyota Rav-4 With Leather Seats, Sunroof, Adaptive Cruise Control", Engine Repaired
Jeep,Grand-Cherokee,2006,77750,292212,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2006 Jeep Grand-Cherokee With Bluetooth, Adaptive Cruise Control, Sunroof", No Damage
Toyota,Prado,2016,76428,148083,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2016 Toyota Prado With Navigation System, Adaptive Cruise Control", No Damage
Jeep,Grand-Cherokee,2017,185041,189037,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2017 Jeep Grand-Cherokee With Bluetooth, Adaptive Cruise Control, Navigation System", Dented Door
Audi,Other,2009,134689,69182,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2009 Audi Other With Bluetooth, Adaptive Cruise Control, Leather Seats, Sunroof", Minor Scratches
Ford,F-Series-Pickup,2009,84799,68687,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2009 Ford F-Series-Pickup With Rear Camera, Navigation System", Dented Door
Land-Rover,Lr2,2018,13501,195223,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi,"2018 Land-Rover Lr2 With Leather Seats, Adaptive Cruise Control, Bluetooth, Rear Camera", Minor Scratches
Porsche,Carrera,2015,1038858,52791,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai,"2015 Porsche Carrera With Leather Seats, Rear Camera", Engine Repaired
Land-Rover,Range-Rover-Evoque,2023,150865,94724,Soft Top Convertible,4,Automatic Transmission,Gasoline,Black, Dubai,"2023 Land-Rover Range-Rover-Evoque With Adaptive Cruise Control, Rear Camera, Sunroof, Bluetooth", Dented Door
Mercedes-Benz,G-Class,2009,856445,176845,SUV,8,Automatic Transmission,Gasoline,Beige, Dubai,"2009 Mercedes-Benz G-Class With Navigation System, Bluetooth, Rear Camera, Adaptive Cruise Control", No Damage
Mercedes-Benz,E-Class,2024,427651,218402,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2024 Mercedes-Benz E-Class With Navigation System, Leather Seats", Repainted Bumper
Maserati,Levante,2016,155802,56109,Crossover,6,Automatic Transmission,Gasoline,Burgundy, Dubai,"2016 Maserati Levante With Leather Seats, Navigation System, Adaptive Cruise Control, Sunroof", Accident History
Mitsubishi,L200,2017,24460,17139,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai,"2017 Mitsubishi L200 With Rear Camera, Leather Seats", Dented Door
Mercedes-Benz,G-Class,2015,1121891,179230,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2015 Mercedes-Benz G-Class With Sunroof, Rear Camera, Bluetooth, Leather Seats", No Damage
Toyota,Land-Cruiser,2021,23156,166582,Sedan,6,Automatic Transmission,Gasoline,White, Sharjah,"2021 Toyota Land-Cruiser With Adaptive Cruise Control, Bluetooth, Navigation System", Dented Door
Toyota,Rav-4,2015,52125,217430,SUV,4,Automatic Transmission,Gasoline,White, Sharjah,"2015 Toyota Rav-4 With Rear Camera, Bluetooth", Dented Door
Chevrolet,Tahoe,2011,95900,155625,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2011 Chevrolet Tahoe With Navigation System, Bluetooth, Sunroof, Leather Seats", Engine Repaired
Nissan,Patrol,2017,153621,172678,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2017 Nissan Patrol With Rear Camera, Sunroof", Repainted Bumper
Mercedes-Benz,C-Class,2010,229873,201409,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2010 Mercedes-Benz C-Class With Rear Camera, Bluetooth", Dented Door
Nissan,Patrol,2022,72113,202028,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2022 Nissan Patrol With Leather Seats, Sunroof, Navigation System, Rear Camera", No Damage
Ford,Edge,2023,18767,164285,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2023 Ford Edge With Rear Camera, Navigation System", Accident History
